Person_Age,Person_Income,Person_Home_Ownership,Person_Emp_Length,Loan_Intent,Loan_Grade,Loan_Amnt,Loan_Int_Rate,Loan_Status,Loan_Percent_Income,Cb_Person_Default_On_File,Cb_Person_Cred_Hist_Length
24,110000.0,OWN,8,VENTURE,C,16000.0,12.73,0,0.15,0,4
22,98000.0,MORTGAGE,6,PERSONAL,B,25000.0,10.25,1,0.26,0,3
24,50000.0,RENT,8,HOMEIMPROVEMENT,D,2000.0,15.31,0,0.04,0,2
24,110000.0,MORTGAGE,8,EDUCATION,A,6000.0,8.59,0,0.05,0,3
23,83300.0,MORTGAGE,0,MEDICAL,D,25000.0,15.31,1,0.26,0,3
24,44000.0,RENT,0,PERSONAL,A,2000.0,8.0,1,0.05,0,4
24,98000.0,MORTGAGE,2,PERSONAL,C,5000.0,13.22,1,0.05,1,3
23,50252.0,RENT,6,EDUCATION,C,2000.0,13.92,0,0.04,1,3
22,98000.0,MORTGAGE,1,DEBTCONSOLIDATION,D,25000.0,15.31,1,0.26,0,4
22,34800.0,RENT,6,VENTURE,C,15000.0,14.27,1,0.43,1,3
25,35000.0,RENT,1,VENTURE,A,15000.0,7.49,1,0.43,0,3
23,110000.0,MORTGAGE,7,VENTURE,B,20000.0,11.14,0,0.18,0,3
24,110000.0,MORTGAGE,7,PERSONAL,A,12000.0,8.94,0,0.11,0,3
25,110000.0,OTHER,8,VENTURE,A,8000.0,9.32,0,0.07,0,3
23,29976.0,RENT,3,PERSONAL,B,15000.0,10.25,1,0.5,0,4
21,36000.0,RENT,3,MEDICAL,A,15000.0,6.62,1,0.42,0,2
25,36000.0,RENT,6,PERSONAL,B,15000.0,10.99,1,0.42,0,4
23,36000.0,RENT,3,VENTURE,C,15000.0,13.49,1,0.42,1,3
25,36000.0,RENT,4,VENTURE,B,15000.0,9.63,1,0.42,0,3
22,98000.0,MORTGAGE,1,HOMEIMPROVEMENT,A,9000.0,9.63,1,0.09,0,2
22,110000.0,MORTGAGE,7,EDUCATION,C,20000.0,12.41,0,0.18,0,2
23,110000.0,MORTGAGE,7,PERSONAL,D,9600.0,15.31,0,0.09,1,2
26,36000.0,RENT,2,PERSONAL,A,15000.0,7.66,1,0.42,0,3
23,36000.0,RENT,3,VENTURE,D,15000.0,14.59,1,0.42,0,4
24,98004.0,MORTGAGE,5,HOMEIMPROVEMENT,A,2500.0,8.49,1,0.03,0,3
25,110004.0,MORTGAGE,9,HOMEIMPROVEMENT,A,15000.0,7.66,0,0.14,0,4
26,110004.0,MORTGAGE,1,VENTURE,B,12000.0,10.36,0,0.11,0,3
22,36000.0,RENT,3,VENTURE,C,15000.0,13.85,1,0.42,0,3
22,30000.0,RENT,2,DEBTCONSOLIDATION,C,15000.0,11.66,1,0.5,1,3
24,110004.0,MORTGAGE,8,EDUCATION,B,25000.0,12.53,0,0.23,0,2
24,110004.0,MORTGAGE,8,DEBTCONSOLIDATION,C,16000.0,13.48,0,0.15,0,3
22,110196.0,MORTGAGE,6,MEDICAL,B,25000.0,11.49,0,0.23,0,3
26,110400.0,MORTGAGE,3,PERSONAL,F,9800.0,18.535,0,0.09,1,3
22,36021.0,RENT,0,VENTURE,B,15000.0,10.99,1,0.42,0,3
24,28000.0,OWN,6,HOMEIMPROVEMENT,B,10000.0,10.37,0,0.36,0,2
24,110400.0,MORTGAGE,8,VENTURE,A,3000.0,7.49,0,0.03,0,4
21,110400.0,OWN,0,PERSONAL,A,12000.0,7.49,0,0.11,0,3
22,110500.0,MORTGAGE,1,MEDICAL,B,12250.0,11.26,0,0.11,0,4
22,98656.0,MORTGAGE,3,EDUCATION,C,7500.0,13.06,1,0.08,1,3
21,111000.0,MORTGAGE,4,VENTURE,A,28000.0,7.49,0,0.25,0,2
26,111000.0,MORTGAGE,10,MEDICAL,A,5000.0,5.79,0,0.05,0,3
21,28000.0,OWN,3,VENTURE,A,4000.0,7.88,0,0.14,0,3
22,37000.0,RENT,3,EDUCATION,B,15000.0,10.25,1,0.41,0,4
22,31000.0,RENT,6,PERSONAL,D,15000.0,15.31,1,0.48,1,4
23,111000.0,MORTGAGE,7,MEDICAL,B,8350.0,11.89,0,0.08,0,2
23,28000.0,OWN,1,EDUCATION,C,7500.0,13.48,0,0.27,0,3
26,28000.0,OWN,4,EDUCATION,A,16750.0,7.88,0,0.6,0,4
26,111147.0,MORTGAGE,4,EDUCATION,C,15000.0,13.61,0,0.13,1,2
23,28000.0,OWN,0,VENTURE,B,1250.0,10.99,0,0.04,0,4
23,111150.0,MORTGAGE,1,DEBTCONSOLIDATION,A,10000.0,8.0,0,0.09,0,3
24,111239.0,MORTGAGE,1,EDUCATION,A,14000.0,7.9,0,0.13,0,4
25,111262.0,MORTGAGE,2,PERSONAL,B,20000.0,12.53,0,0.18,0,3
25,37818.0,RENT,5,DEBTCONSOLIDATION,C,15000.0,13.48,1,0.4,0,3
21,32000.0,RENT,6,PERSONAL,C,15000.0,15.27,1,0.47,1,3
22,38000.0,RENT,6,PERSONAL,A,15000.0,7.88,1,0.39,0,3
25,38000.0,RENT,9,PERSONAL,E,15000.0,16.45,1,0.39,1,3
25,111996.0,MORTGAGE,2,MEDICAL,C,16000.0,11.78,0,0.14,1,4
22,38000.0,RENT,0,EDUCATION,C,15000.0,13.48,1,0.39,1,4
24,112000.0,MORTGAGE,8,PERSONAL,B,20400.0,11.71,0,0.18,0,3
23,38400.0,RENT,7,EDUCATION,A,15000.0,6.17,1,0.39,0,2
22,112000.0,MORTGAGE,2,PERSONAL,A,4000.0,8.9,0,0.04,0,3
24,39000.0,RENT,0,EDUCATION,A,15000.0,9.63,1,0.38,0,4
24,112000.0,MORTGAGE,0,DEBTCONSOLIDATION,B,6000.0,9.91,0,0.05,0,4
26,39996.0,RENT,10,MEDICAL,C,15000.0,13.06,1,0.38,1,3
25,112000.0,MORTGAGE,0,HOMEIMPROVEMENT,A,16000.0,6.99,0,0.14,0,4
23,112000.0,MORTGAGE,5,PERSONAL,B,12000.0,11.99,0,0.11,0,3
24,112000.0,MORTGAGE,8,DEBTCONSOLIDATION,A,3500.0,5.42,0,0.03,0,4
21,40000.0,RENT,6,DEBTCONSOLIDATION,C,15000.0,14.27,1,0.38,0,3
24,112000.0,MORTGAGE,0,EDUCATION,A,3000.0,5.99,0,0.03,0,3
24,112000.0,MORTGAGE,8,DEBTCONSOLIDATION,A,20000.0,6.91,0,0.18,0,4
23,40000.0,RENT,6,VENTURE,B,15000.0,11.71,1,0.38,0,4
24,112000.0,MORTGAGE,5,PERSONAL,D,15000.0,15.31,0,0.13,0,4
23,34000.0,RENT,1,EDUCATION,B,15000.0,11.71,1,0.44,0,4
26,40000.0,RENT,4,MEDICAL,B,15000.0,10.99,1,0.38,0,3
24,112000.0,OTHER,4,PERSONAL,A,9000.0,9.32,0,0.08,0,2
26,85000.0,MORTGAGE,4,MEDICAL,B,2750.0,9.33,1,0.03,0,3
25,100000.0,MORTGAGE,4,EDUCATION,B,9000.0,9.64,1,0.09,0,3
23,40000.0,RENT,7,PERSONAL,A,15000.0,7.49,1,0.38,0,3
24,40000.0,RENT,0,MEDICAL,A,15000.0,7.88,1,0.38,0,4
23,112404.0,MORTGAGE,1,DEBTCONSOLIDATION,C,6000.0,13.23,0,0.05,1,2
26,40000.0,RENT,2,DEBTCONSOLIDATION,C,15000.0,14.22,1,0.38,1,3
24,112500.0,MORTGAGE,3,EDUCATION,C,8600.0,13.11,0,0.08,1,3
25,112500.0,MORTGAGE,6,PERSONAL,B,18000.0,11.14,0,0.16,0,3
23,40000.0,RENT,0,VENTURE,A,15000.0,8.94,1,0.38,0,4
24,40000.0,RENT,1,EDUCATION,C,15000.0,12.87,1,0.38,1,3
24,112689.0,MORTGAGE,6,PERSONAL,B,24000.0,9.99,0,0.21,0,4
22,112774.0,MORTGAGE,6,VENTURE,C,6400.0,13.06,0,0.06,1,4
23,112800.0,MORTGAGE,3,DEBTCONSOLIDATION,B,29800.0,10.99,0,0.31,0,4
23,112976.0,MORTGAGE,2,MEDICAL,A,20000.0,6.91,0,0.18,0,2
26,34988.0,RENT,9,HOMEIMPROVEMENT,C,15000.0,13.98,1,0.43,0,2
23,113000.0,MORTGAGE,2,VENTURE,A,22400.0,7.49,0,0.2,0,2
21,27600.0,OWN,3,EDUCATION,C,1000.0,15.27,0,0.04,1,2
25,113000.0,MORTGAGE,8,VENTURE,B,21000.0,11.49,0,0.19,0,4
26,113000.0,MORTGAGE,2,MEDICAL,B,3200.0,10.99,0,0.03,0,3
24,113000.0,MORTGAGE,5,EDUCATION,B,17950.0,11.99,0,0.16,0,4
22,41000.0,RENT,3,DEBTCONSOLIDATION,C,15000.0,12.73,1,0.37,0,3
24,85850.0,MORTGAGE,3,MEDICAL,D,12000.0,15.99,1,0.12,1,4
23,113000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,12000.0,7.66,0,0.11,0,4
23,113000.0,MORTGAGE,7,EDUCATION,A,8000.0,5.79,0,0.07,0,2
24,85850.0,MORTGAGE,8,MEDICAL,D,20000.0,15.31,1,0.2,1,4
24,101000.0,MORTGAGE,3,EDUCATION,A,7000.0,7.49,1,0.07,0,4
22,113000.0,MORTGAGE,6,EDUCATION,B,25000.0,12.53,0,0.22,0,4
24,113000.0,MORTGAGE,8,VENTURE,A,2100.0,7.4,0,0.02,0,3
23,42000.0,RENT,7,VENTURE,C,15000.0,13.49,1,0.36,0,3
24,113000.0,MORTGAGE,5,VENTURE,B,10500.0,10.99,0,0.09,0,4
26,101000.0,MORTGAGE,10,VENTURE,F,25000.0,17.46,1,0.25,0,4
22,113028.0,MORTGAGE,3,MEDICAL,C,12075.0,13.48,0,0.11,0,2
25,113135.0,MORTGAGE,9,PERSONAL,B,25000.0,10.59,0,0.22,0,2
23,113200.0,MORTGAGE,3,EDUCATION,B,24250.0,10.62,0,0.21,0,3
24,113217.0,MORTGAGE,2,EDUCATION,A,6000.0,7.88,0,0.05,0,3
23,113316.0,MORTGAGE,7,EDUCATION,B,3000.0,10.99,0,0.03,0,3
24,113676.0,MORTGAGE,8,EDUCATION,A,7200.0,6.99,0,0.06,0,2
23,113698.0,MORTGAGE,7,EDUCATION,A,15000.0,7.9,0,0.13,0,4
23,42000.0,RENT,7,VENTURE,B,15000.0,11.83,1,0.36,0,4
23,114000.0,MORTGAGE,1,EDUCATION,B,17325.0,11.99,0,0.15,0,2
22,27560.0,OWN,6,EDUCATION,B,2800.0,11.49,0,0.1,0,4
23,114000.0,OWN,7,VENTURE,A,6000.0,8.49,0,0.05,0,4
24,42000.0,RENT,0,VENTURE,B,15000.0,11.58,1,0.36,0,4
23,114000.0,MORTGAGE,7,EDUCATION,C,8000.0,12.68,0,0.07,0,4
25,36000.0,RENT,1,MEDICAL,D,15000.0,15.05,1,0.42,1,2
23,114000.0,MORTGAGE,4,PERSONAL,B,10000.0,10.99,0,0.09,0,2
26,114000.0,MORTGAGE,10,PERSONAL,A,14400.0,7.14,0,0.13,0,2
24,42300.0,RENT,8,PERSONAL,B,15000.0,11.99,1,0.35,0,4
24,114000.0,MORTGAGE,8,VENTURE,B,4000.0,10.99,0,0.04,0,2
25,102000.0,MORTGAGE,7,HOMEIMPROVEMENT,G,25000.0,20.16,1,0.25,1,4
25,114000.0,MORTGAGE,4,EDUCATION,A,10000.0,9.32,0,0.09,0,4
24,114000.0,MORTGAGE,2,DEBTCONSOLIDATION,B,15000.0,9.76,0,0.13,0,3
25,27336.0,OWN,9,VENTURE,C,5500.0,13.23,0,0.2,0,4
23,36500.0,RENT,2,HOMEIMPROVEMENT,D,15000.0,15.65,1,0.41,0,3
23,114600.0,MORTGAGE,7,EDUCATION,C,10000.0,13.06,0,0.09,0,3
25,114996.0,MORTGAGE,7,DEBTCONSOLIDATION,C,5000.0,13.49,0,0.04,0,3
24,27168.0,OWN,5,VENTURE,B,7500.0,9.99,0,0.28,0,2
25,102996.0,MORTGAGE,4,DEBTCONSOLIDATION,D,20000.0,14.54,1,0.19,1,3
26,114996.0,MORTGAGE,1,EDUCATION,B,24000.0,10.62,0,0.21,0,3
23,115000.0,MORTGAGE,7,EDUCATION,C,10000.0,14.27,0,0.09,0,2
24,42900.0,RENT,5,VENTURE,A,15000.0,7.49,1,0.35,0,2
25,115000.0,MORTGAGE,3,DEBTCONSOLIDATION,C,19000.0,13.49,0,0.17,0,4
25,115000.0,MORTGAGE,9,PERSONAL,A,4000.0,6.03,0,0.03,0,4
22,43000.0,RENT,0,EDUCATION,A,15000.0,8.49,1,0.35,0,2
23,115000.0,MORTGAGE,4,EDUCATION,A,24000.0,7.9,0,0.21,0,3
22,43000.0,RENT,7,DEBTCONSOLIDATION,B,15000.0,10.99,1,0.35,0,2
24,37680.0,RENT,8,EDUCATION,G,15000.0,19.82,1,0.4,0,2
24,115000.0,MORTGAGE,3,VENTURE,A,15000.0,6.03,0,0.13,0,2
25,38400.0,RENT,3,DEBTCONSOLIDATION,B,15000.0,10.65,1,0.39,0,2
25,115000.0,MORTGAGE,7,PERSONAL,A,18000.0,7.51,0,0.16,0,2
23,115000.0,OWN,7,EDUCATION,C,5000.0,14.27,0,0.04,0,4
25,115000.0,MORTGAGE,3,DEBTCONSOLIDATION,C,7000.0,13.48,0,0.06,1,4
25,115000.0,MORTGAGE,9,MEDICAL,C,19000.0,13.49,0,0.17,1,3
23,45000.0,RENT,1,PERSONAL,A,15000.0,7.9,1,0.33,0,4
23,115000.0,MORTGAGE,1,VENTURE,A,8000.0,8.49,0,0.07,0,4
22,115000.0,MORTGAGE,6,VENTURE,A,12000.0,5.99,0,0.1,0,4
23,115000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,5600.0,5.42,0,0.05,0,3
23,115000.0,MORTGAGE,3,EDUCATION,B,10000.0,10.59,0,0.09,0,2
24,115000.0,OWN,8,DEBTCONSOLIDATION,D,29800.0,16.89,0,0.3,1,4
25,115000.0,MORTGAGE,3,EDUCATION,A,7600.0,6.99,0,0.07,0,4
23,45000.0,RENT,5,PERSONAL,A,15000.0,7.49,1,0.33,0,4
22,103000.0,MORTGAGE,6,PERSONAL,B,15000.0,9.63,1,0.15,0,4
26,45000.0,RENT,10,DEBTCONSOLIDATION,A,15000.0,7.29,1,0.33,0,4
22,45000.0,RENT,0,DEBTCONSOLIDATION,B,15000.0,10.37,1,0.33,0,2
23,39000.0,RENT,7,MEDICAL,D,15000.0,15.28,1,0.38,0,3
26,45000.0,RENT,3,EDUCATION,B,15000.0,8.88,1,0.33,0,3
22,115000.0,MORTGAGE,7,VENTURE,A,13600.0,7.29,0,0.12,0,3
25,115000.0,MORTGAGE,1,EDUCATION,D,20000.0,15.65,0,0.17,1,2
25,115000.0,MORTGAGE,4,VENTURE,A,20000.0,6.91,0,0.17,0,2
23,45000.0,RENT,0,MEDICAL,B,15000.0,10.99,1,0.33,0,3
25,115000.0,MORTGAGE,4,MEDICAL,A,4000.0,7.88,0,0.03,0,4
24,115000.0,MORTGAGE,7,HOMEIMPROVEMENT,A,1500.0,6.76,0,0.01,0,4
24,115000.0,OWN,8,HOMEIMPROVEMENT,A,10000.0,7.51,0,0.09,0,3
25,45000.0,RENT,0,MEDICAL,C,15000.0,13.48,1,0.33,0,2
24,115000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,8000.0,7.51,0,0.07,0,4
26,115000.0,MORTGAGE,5,VENTURE,B,6000.0,10.75,0,0.05,0,2
26,39000.0,RENT,1,VENTURE,D,15000.0,16.07,1,0.38,1,4
26,103000.0,MORTGAGE,0,PERSONAL,C,14000.0,13.57,1,0.14,0,4
25,115000.0,OWN,5,VENTURE,F,8000.0,19.13,0,0.07,1,2
23,103000.0,MORTGAGE,0,DEBTCONSOLIDATION,D,16750.0,15.31,1,0.16,0,2
23,39000.0,RENT,1,EDUCATION,B,15000.0,12.21,1,0.38,0,4
23,45000.0,RENT,7,PERSONAL,C,15000.0,12.84,1,0.33,0,3
23,115000.0,MORTGAGE,3,EDUCATION,B,13000.0,11.83,0,0.11,0,4
26,115000.0,MORTGAGE,6,HOMEIMPROVEMENT,C,15000.0,12.87,0,0.13,1,3
24,115000.0,MORTGAGE,8,EDUCATION,B,15000.0,11.48,0,0.13,0,3
25,45000.0,RENT,4,DEBTCONSOLIDATION,C,15000.0,13.48,1,0.33,0,3
26,39000.0,RENT,3,MEDICAL,D,15000.0,15.37,1,0.38,0,2
26,115000.0,MORTGAGE,3,EDUCATION,C,20000.0,13.16,0,0.17,1,2
25,115000.0,MORTGAGE,4,VENTURE,C,25000.0,12.53,0,0.22,1,4
21,115000.0,MORTGAGE,2,DEBTCONSOLIDATION,B,20000.0,10.83,0,0.17,0,4
25,39000.0,RENT,4,HOMEIMPROVEMENT,D,15000.0,12.92,1,0.38,0,2
25,115200.0,MORTGAGE,1,VENTURE,A,14000.0,6.62,0,0.12,0,3
26,115200.0,MORTGAGE,10,DEBTCONSOLIDATION,C,4500.0,11.97,0,0.04,1,2
26,46890.0,RENT,9,PERSONAL,C,15000.0,12.99,1,0.32,1,3
24,115500.0,MORTGAGE,2,EDUCATION,D,3200.0,16.29,0,0.03,0,2
26,47000.0,RENT,7,MEDICAL,A,15000.0,7.9,1,0.32,0,4
24,115500.0,MORTGAGE,8,HOMEIMPROVEMENT,A,10000.0,7.75,0,0.09,0,4
26,115600.0,MORTGAGE,4,DEBTCONSOLIDATION,A,9925.0,7.29,0,0.09,0,4
20,115731.0,MORTGAGE,4,DEBTCONSOLIDATION,B,9625.0,10.74,0,0.08,0,3
25,115731.0,MORTGAGE,3,HOMEIMPROVEMENT,A,7200.0,7.14,0,0.06,0,4
24,115800.0,MORTGAGE,5,PERSONAL,B,12000.0,10.99,0,0.1,0,3
24,47000.0,RENT,8,VENTURE,E,15000.0,18.64,1,0.32,0,4
25,116000.0,MORTGAGE,0,EDUCATION,D,29800.0,17.58,0,0.3,1,4
23,116000.0,MORTGAGE,8,EDUCATION,D,15825.0,15.62,0,0.14,1,4
22,116000.0,MORTGAGE,3,DEBTCONSOLIDATION,B,12000.0,10.25,0,0.1,0,4
23,47000.0,RENT,3,VENTURE,B,15000.0,11.48,1,0.32,0,4
25,31000.0,RENT,2,EDUCATION,A,1800.0,8.32,0,0.06,0,2
25,116000.0,MORTGAGE,9,VENTURE,B,19950.0,9.96,0,0.17,0,4
23,116004.0,MORTGAGE,1,PERSONAL,C,14000.0,12.99,0,0.12,0,2
22,33000.0,RENT,1,EDUCATION,A,1800.0,5.42,0,0.05,0,2
26,116004.0,MORTGAGE,11,VENTURE,B,20000.0,12.21,0,0.17,0,2
23,33195.0,RENT,5,EDUCATION,B,1800.0,11.99,0,0.05,0,4
24,26400.0,OWN,8,VENTURE,B,3000.0,10.59,0,0.11,0,2
24,33660.0,RENT,3,PERSONAL,A,1800.0,7.51,0,0.05,0,4
21,34000.0,RENT,4,EDUCATION,B,1800.0,11.49,0,0.05,0,4
22,116700.0,MORTGAGE,0,EDUCATION,A,6000.0,8.49,0,0.05,0,4
23,35000.0,RENT,4,EDUCATION,B,1800.0,10.59,0,0.05,0,3
23,104736.0,MORTGAGE,3,DEBTCONSOLIDATION,D,25000.0,14.11,1,0.24,1,2
24,26400.0,OWN,4,VENTURE,A,9600.0,7.49,0,0.36,0,2
24,35000.0,RENT,0,MEDICAL,A,1800.0,7.14,0,0.05,0,2
21,26400.0,OWN,3,DEBTCONSOLIDATION,D,3000.0,14.54,0,0.11,0,4
24,117000.0,MORTGAGE,8,MEDICAL,A,10800.0,7.49,0,0.09,0,3
26,35000.0,RENT,3,MEDICAL,B,1800.0,11.36,0,0.05,0,3
22,117000.0,MORTGAGE,6,EDUCATION,A,11000.0,6.92,0,0.09,0,4
25,30000.0,RENT,9,MEDICAL,A,1800.0,8.49,1,0.06,0,2
21,117000.0,MORTGAGE,3,PERSONAL,D,4800.0,14.54,0,0.04,0,4
26,26400.0,OWN,8,HOMEIMPROVEMENT,A,8000.0,5.79,0,0.3,0,4
26,117000.0,OWN,10,VENTURE,B,7200.0,10.74,0,0.06,0,4
23,117000.0,MORTGAGE,7,MEDICAL,B,3700.0,10.74,0,0.03,0,3
26,117000.0,MORTGAGE,8,HOMEIMPROVEMENT,A,6000.0,7.51,0,0.05,0,4
26,117000.0,MORTGAGE,4,MEDICAL,A,14400.0,7.49,0,0.12,0,3
22,89250.0,MORTGAGE,3,MEDICAL,B,25000.0,12.53,1,0.24,0,4
23,117000.0,MORTGAGE,8,VENTURE,E,14000.0,15.68,0,0.12,1,4
22,26400.0,OWN,1,PERSONAL,C,7300.0,13.61,0,0.28,1,2
23,37500.0,RENT,0,DEBTCONSOLIDATION,A,1800.0,8.94,0,0.05,0,4
22,117000.0,MORTGAGE,6,EDUCATION,D,7500.0,13.24,0,0.06,0,2
25,117014.0,MORTGAGE,5,VENTURE,A,8400.0,7.29,0,0.07,0,4
23,117696.0,MORTGAGE,2,EDUCATION,A,15000.0,6.03,0,0.13,0,3
24,117996.0,MORTGAGE,6,VENTURE,E,18000.0,17.04,0,0.15,1,3
24,118000.0,MORTGAGE,4,VENTURE,A,28000.0,7.9,0,0.24,0,4
22,34000.0,RENT,7,EDUCATION,C,1800.0,13.48,1,0.05,0,2
26,118000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,25000.0,7.9,0,0.21,0,2
26,40000.0,RENT,0,VENTURE,C,1800.0,13.23,0,0.04,1,3
24,118000.0,MORTGAGE,8,HOMEIMPROVEMENT,A,5000.0,5.42,0,0.04,0,2
23,90100.0,MORTGAGE,7,MEDICAL,E,21600.0,16.82,1,0.2,1,2
21,26300.0,OWN,4,MEDICAL,A,7500.0,6.62,0,0.29,0,4
25,118000.0,MORTGAGE,8,HOMEIMPROVEMENT,A,15000.0,7.88,0,0.13,0,4
25,118000.0,MORTGAGE,8,HOMEIMPROVEMENT,B,25000.0,11.12,0,0.21,0,2
23,118000.0,MORTGAGE,4,PERSONAL,C,12000.0,13.11,0,0.1,0,3
23,47000.0,RENT,1,PERSONAL,C,15000.0,12.04,1,0.32,1,2
21,118000.0,OWN,5,VENTURE,A,14000.0,7.88,0,0.12,0,3
22,26232.0,OWN,4,MEDICAL,A,6000.0,6.03,0,0.23,0,2
25,118000.0,MORTGAGE,9,DEBTCONSOLIDATION,A,2000.0,7.12,0,0.02,0,2
25,118189.0,MORTGAGE,9,VENTURE,B,25000.0,11.49,0,0.21,0,3
22,48000.0,RENT,6,EDUCATION,C,15000.0,15.96,1,0.31,0,3
25,118443.0,MORTGAGE,7,DEBTCONSOLIDATION,A,4900.0,7.49,0,0.04,0,2
25,118450.0,MORTGAGE,4,DEBTCONSOLIDATION,B,15000.0,10.37,0,0.13,0,4
22,118812.0,MORTGAGE,6,MEDICAL,C,15000.0,13.35,0,0.13,0,2
24,42000.0,RENT,8,EDUCATION,C,15000.0,15.27,1,0.36,0,3
22,119000.0,MORTGAGE,6,PERSONAL,D,29800.0,16.49,0,0.29,0,3
22,107000.0,MORTGAGE,6,HOMEIMPROVEMENT,E,24000.0,19.69,1,0.22,1,2
22,42000.0,RENT,6,MEDICAL,B,15000.0,9.63,1,0.36,0,3
26,48000.0,RENT,1,PERSONAL,C,15000.0,13.48,1,0.31,1,2
23,48000.0,RENT,5,EDUCATION,A,15000.0,6.91,1,0.31,0,2
26,119000.0,MORTGAGE,3,DEBTCONSOLIDATION,A,9000.0,7.74,0,0.08,0,4
26,119000.0,MORTGAGE,6,VENTURE,D,15000.0,14.42,0,0.13,0,2
23,119496.0,MORTGAGE,7,EDUCATION,A,12000.0,7.88,0,0.1,0,4
23,119500.0,MORTGAGE,4,PERSONAL,A,24000.0,7.51,0,0.2,0,2
24,119500.0,OWN,8,HOMEIMPROVEMENT,B,3500.0,12.18,0,0.03,0,2
22,26000.0,OWN,2,EDUCATION,A,7100.0,7.49,0,0.27,0,2
25,120000.0,MORTGAGE,4,EDUCATION,B,10000.0,9.91,0,0.08,0,4
25,48000.0,RENT,9,PERSONAL,B,15000.0,10.99,1,0.31,0,2
23,48000.0,RENT,2,DEBTCONSOLIDATION,B,15000.0,10.75,1,0.31,0,3
22,48000.0,RENT,6,EDUCATION,A,15000.0,7.51,1,0.31,0,2
21,48000.0,RENT,1,PERSONAL,B,15000.0,11.48,1,0.31,0,3
24,120000.0,MORTGAGE,8,EDUCATION,A,10000.0,6.03,0,0.08,0,4
26,120000.0,MORTGAGE,10,DEBTCONSOLIDATION,A,23000.0,6.62,0,0.19,0,3
22,48000.0,RENT,5,MEDICAL,B,15000.0,11.89,1,0.31,0,4
24,120000.0,MORTGAGE,8,VENTURE,A,20000.0,7.9,0,0.17,0,4
22,120000.0,MORTGAGE,4,EDUCATION,A,6000.0,8.9,0,0.05,0,3
26,120000.0,MORTGAGE,4,VENTURE,B,25000.0,12.69,0,0.21,0,2
23,120000.0,MORTGAGE,7,VENTURE,B,4400.0,11.71,0,0.04,0,3
23,48800.0,RENT,3,EDUCATION,B,15000.0,11.36,1,0.31,0,4
25,43000.0,RENT,9,MEDICAL,D,15000.0,15.57,1,0.35,0,3
25,49000.0,RENT,5,MEDICAL,B,15000.0,12.18,1,0.31,0,4
24,49812.0,RENT,4,MEDICAL,A,15000.0,6.17,0,0.3,0,3
25,120000.0,MORTGAGE,1,HOMEIMPROVEMENT,C,3000.0,14.27,0,0.03,1,4
22,120000.0,MORTGAGE,6,EDUCATION,B,8000.0,12.69,0,0.07,0,2
22,120000.0,MORTGAGE,3,PERSONAL,B,8900.0,11.71,0,0.07,0,2
22,50000.0,RENT,6,EDUCATION,A,15000.0,6.03,0,0.3,0,2
25,120000.0,MORTGAGE,5,HOMEIMPROVEMENT,A,21000.0,7.9,0,0.17,0,2
25,120000.0,MORTGAGE,5,PERSONAL,A,28000.0,7.9,0,0.23,0,2
23,120000.0,MORTGAGE,4,EDUCATION,B,2400.0,12.42,0,0.02,0,3
25,120000.0,MORTGAGE,7,EDUCATION,C,15000.0,14.65,0,0.13,0,4
23,108000.0,MORTGAGE,5,DEBTCONSOLIDATION,D,10000.0,15.31,1,0.09,1,2
26,50000.0,RENT,3,EDUCATION,B,15000.0,9.91,0,0.3,0,3
24,50000.0,RENT,0,EDUCATION,C,15000.0,13.49,0,0.3,1,4
25,120000.0,MORTGAGE,5,MEDICAL,A,10000.0,6.62,0,0.08,0,3
24,25920.0,OWN,4,EDUCATION,D,3250.0,15.99,0,0.13,1,4
23,120000.0,MORTGAGE,7,DEBTCONSOLIDATION,B,10000.0,9.91,0,0.08,0,3
23,120000.0,MORTGAGE,8,EDUCATION,B,4000.0,10.65,0,0.03,0,2
22,25899.0,OWN,7,VENTURE,B,6250.0,12.69,0,0.24,0,2
23,120000.0,MORTGAGE,3,VENTURE,A,5000.0,8.9,0,0.04,0,4
24,120000.0,MORTGAGE,3,HOMEIMPROVEMENT,D,7000.0,15.62,0,0.06,0,2
25,120000.0,MORTGAGE,9,MEDICAL,A,5000.0,8.49,0,0.04,0,3
26,120000.0,MORTGAGE,10,HOMEIMPROVEMENT,C,5600.0,13.49,0,0.05,1,3
23,120000.0,MORTGAGE,7,MEDICAL,A,8500.0,5.42,0,0.07,0,4
22,44000.0,RENT,5,HOMEIMPROVEMENT,B,15000.0,11.11,1,0.34,0,3
23,120000.0,MORTGAGE,3,MEDICAL,B,29800.0,11.49,0,0.25,0,4
22,120000.0,MORTGAGE,0,EDUCATION,D,16800.0,15.62,0,0.14,0,4
26,120000.0,MORTGAGE,11,VENTURE,A,10000.0,5.99,0,0.08,0,4
23,50000.0,RENT,7,PERSONAL,B,15000.0,10.37,0,0.3,0,3
24,120000.0,MORTGAGE,8,PERSONAL,B,8575.0,10.99,0,0.07,0,3
24,91800.0,OWN,8,MEDICAL,E,10000.0,19.29,1,0.09,0,2
